Milliseconds,X,Y,Z
3121,11.134201,-1.0474548,1.7061157
3131,13.754349,-0.48513794,2.632141
3142,15.761917,0.18244934,3.0317383
3151,17.073196,0.61076355,3.096344
3161,17.74797,1.1300049,2.857071
3171,18.138,1.3118591,2.4335327
3182,18.32463,0.842865,1.9477997
3191,18.36531,-0.07357788,1.7204742
3201,18.310287,-0.9421692,1.8951569
3211,18.42514,-1.3321991,2.2062225
3221,18.843887,-1.5212402,2.706314
3232,19.365509,-1.4159546,3.137024
3241,19.63591,-0.98524475,3.2734222
3251,19.556946,-0.5593262,3.1633453
3261,19.312866,-0.2362976,2.7374268
3271,18.484955,-0.1262207,2.0004425
3282,17.391434,-0.13101196,1.4764099
3291,16.317062,-0.21954346,1.1773071
3301,14.39801,-0.39900208,1.016983
3311,11.591232,-0.38464355,1.0241699
3321,9.392227,-0.09272766,0.92845154
3331,7.525833,0.23509216,0.74420166
3342,5.865204,0.38345337,0.42356873
3351,5.3579254,0.21833801,0.20343018
3361,5.5421753,-0.15733337,0.1412201
3371,6.149948,-0.714859,0.18188477
3381,6.827118,-1.2221375,0.32307434
3392,7.2937164,-1.6504517,0.55278015
3401,7.690933,-1.8801575,0.909317
3411,8.021149,-2.05484,1.2778015
3421,8.205383,-2.0715942,1.7061157
3431,8.537994,-1.7987976,2.1679382
3441,8.715057,-1.5882416,2.615387
3452,8.920837,-1.3752747,3.0460968
3461,9.11705,-1.195816,3.4600525
3471,9.174484,-1.0594177,3.6514893
3481,9.090729,-0.817749,3.7687378
3491,8.715057,-0.39421082,3.658661
3502,8.351349,-0.2362976,3.4480896
3511,7.8919373,-0.22911072,3.256668
3521,7.5641174,-0.29371643,3.0724182
3531,6.8869476,-0.25782776,2.615387
3541,6.3318024,-0.05682373,2.1368256
3552,5.802994,0.2638092,1.7013397
3561,5.451248,0.5533447,1.4405212
3571,5.264618,0.8309021,1.2706299
3582,5.0181427,0.97447205,1.1055145
3591,4.8721924,0.9912262,0.9978485
3601,4.6759796,1.0079803,0.82077026
3611,4.2811584,1.0007935,0.5695343
3621,3.9892426,0.98405457,0.3206787
3632,3.71167,0.98883057,0.016784668
3641,3.5800629,1.0414734,-0.24403381
3651,3.556137,1.0582275,-0.43785095
3661,3.946167,1.1036835,-0.6891022
3671,4.3720856,1.1922302,-0.672348
3682,4.838684,1.3022919,-0.6819153
3691,5.326828,1.4123688,-0.7106323
3701,5.779068,1.536789,-0.61491394
3711,6.3078766,1.6755676,-0.46896362
3721,6.609375,1.6875305,-0.40673828
3731,6.7266235,1.5894318,-0.40673828
3742,6.8989105,1.4506531,-0.38520813
3751,7.152542,1.244873,-0.17463684
3761,7.5066833,0.9218292,0.26564026
3771,7.9062805,0.61795044,0.6006317
3782,8.083359,0.56051636,0.81599426
3791,8.29631,0.3260193,0.9978485
3801,8.920837,-0.07357788,1.2155914
3811,9.679367,-0.16210938,1.29216
3821,10.849457,-0.07118225,1.0337372
3831,11.938187,-0.06161499,0.94281006
3842,13.055634,-0.20518494,1.0935516
3851,13.940979,-0.34396362,1.366333
3861,14.3358,-0.40618896,1.5864716
3871,14.529617,-0.439682,1.780304
3881,14.39801,-0.45881653,1.9023285
3892,14.165909,-0.71006775,1.9406128
3901,13.931412,-0.88235474,1.9406128
3911,13.795029,-1.0905304,1.8736115
3921,14.005585,-1.4685974,1.8042297
3932,14.47937,-1.7772675,2.1870728
3941,14.773682,-1.9758759,2.4502869
3951,15.367111,-1.820343,3.0724182
3962,15.450851,-1.4015961,3.1394196
3971,15.42215,-1.0091705,3.132248
3981,15.2331085,-0.36550903,3.1681366
3991,14.864609,0.5054779,3.268631
4002,14.230515,1.4051819,3.1968536
4011,13.608383,1.7664948,2.8331451
4021,12.902496,1.4338989,2.2756042
4031,12.057831,0.5437622,1.6941528
4041,11.000214,-0.5617218,1.258667
4051,9.935394,-1.475769,1.1270599
4061,8.825134,-2.0715942,1.2945557
4072,8.205383,-2.3730774,1.5721283
4081,7.899109,-2.576477,1.739624
4091,7.9062805,-2.7559357,1.6869812
4101,7.9924316,-2.7990112,1.5146942
4111,8.332214,-2.787033,1.366333
4122,8.631317,-2.8349,1.3424072
4131,8.9711,-2.6291199,1.3424072
4141,9.296524,-2.5573273,1.3639526
4151,9.413757,-2.5621185,1.5481873
4161,9.377869,-2.581253,1.7898712
4172,9.066803,-2.48555,1.8903656
4181,8.880173,-2.2175446,1.7874756
4191,8.387238,-2.1050873,1.6175842
4201,7.76033,-2.0620117,1.8090057
4211,7.578476,-1.200592,1.7444
4221,7.200409,-1.0666046,1.7300415
4231,6.9970093,-0.76031494,1.6750183
4242,6.834305,-0.44447327,1.5553741
4251,6.654846,-0.31526184,1.5194855
4261,6.461029,-0.18603516,1.9214783
4271,6.283951,-0.10229492,2.2086182
4282,6.1954193,0.22073364,2.0530853
4291,6.1595306,0.29013062,2.0339355
4302,6.1619263,0.46002197,1.8736115
4311,6.099701,0.7662964,1.5769043
4321,6.0733795,0.7615204,1.1294556
4331,6.0901337,0.71365356,0.8758087
4341,6.133209,0.68733215,0.7154846
4351,6.214554,0.5509491,0.6604614
4362,6.3485565,0.29252625,0.71788025
4371,6.413162,0.16091919,0.6843872
4381,6.5016937,0.10827637,0.6245575
4391,6.6644135,0.026916504,0.638916
4401,6.8749847,-0.18603516,1.0361328
4412,7.734009,-0.22671509,0.65327454
4421,8.136002,0.11784363,0.64131165
4431,8.415955,0.47677612,0.8638458
4441,8.82753,0.7184448,0.988266
4452,9.315659,0.8572235,1.0074158
4461,9.648254,0.8117676,0.9260559
4471,9.820541,0.6083679,0.81599426
4481,9.796616,0.3140564,0.7968445
4491,9.789444,0.17288208,0.8423157
4502,9.693726,0.08912659,0.82077026
4511,9.5047,0.012557983,0.73703
4521,9.310867,0.026916504,0.6461029
4531,9.277374,0.09870911,0.6461029
4541,9.456833,0.26860046,0.82795715
4552,9.8349,0.50787354,1.08638
4561,10.2895355,0.62272644,1.2467041
4571,10.86142,0.8261261,1.3519745
4581,11.225128,0.8189392,1.39505
4592,11.56012,0.5581207,1.3352356
4601,11.830521,0.17767334,1.3352356
4611,11.995621,-0.18365479,1.3639526
4621,11.919052,-0.49232483,1.2610474
4631,11.940582,-0.542572,1.2467041
4642,12.038696,-0.5593262,1.2897644
4651,12.270798,-0.41575623,1.3113098
4661,12.653641,-0.2602234,1.3160858
4671,13.098709,-0.07836914,1.3448029
4682,13.59642,0.012557983,1.4333344
4691,13.969696,0.110672,1.3232727
4701,14.316666,0.081954956,1.29216
4711,14.819153,-0.25782776,1.1749115
4722,14.893326,-0.65982056,1.2251587
4731,14.780869,-1.1144562,1.4309387
4741,14.496124,-1.4614105,1.8066254
4751,14.079773,-1.4374847,2.2445068
4762,13.560532,-0.92781067,2.7924652
4771,13.16571,-0.44447327,3.0867767
4781,12.629715,0.29969788,3.326065
4791,11.921448,1.3812561,3.4433136
4801,11.261032,2.3527374,3.4433136
4812,10.466614,3.0179443,3.3164825
4821,9.89473,3.3314056,3.0460968
4831,9.523834,3.3720856,2.8235626
4841,9.62912,3.1375885,2.6082153
4851,9.940186,2.596817,2.352188
4862,10.136398,2.0321045,1.95018
4871,10.117249,1.7090759,1.5912628
4881,10.119644,1.3549347,1.2897644
4891,9.99762,1.0127563,0.98349
4902,9.777481,0.735199,0.82077026
4911,9.413757,0.6251221,0.61021423
4921,8.987839,0.60598755,0.46424866
